TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1610612758,2009,00,Ime Udoka,Ime,ime-udoka,3,G-F,6-5,220,"AUG 09, 1977",32.0,5,Portland State,2137,,0
1610612758,2009,00,Andres Nocioni,Andres,andres-nocioni,5,F-G,6-7,225,"NOV 30, 1979",30.0,5,Tau Ceramica,2804,,0
1610612758,2009,00,Dominic McGuire,Dominic,dominic-mcguire,7,F,6-9,220,"OCT 20, 1985",24.0,2,Fresno State,201187,,0
1610612758,2009,00,Tyreke Evans,Tyreke,tyreke-evans,13,G,6-6,220,"SEP 19, 1989",20.0,R,Memphis,201936,,0
1610612758,2009,00,Omri Casspi,Omri,omri-casspi,18,F,6-9,225,"JUN 22, 1988",22.0,R,Maccabi Tel Aviv,201956,,0
1610612758,2009,00,Beno Udrih,Beno,beno-udrih,19,G,6-3,205,"JUL 05, 1982",27.0,5,Olimpia Milano,2757,,0
1610612758,2009,00,Donte Greene,Donte,donte-greene,20,G-F,6-11,226,"FEB 21, 1988",22.0,1,Syracuse,201590,,0
1610612758,2009,00,Carl Landry,Carl,carl-landry,24,F,6-9,248,"SEP 19, 1983",26.0,2,Purdue,201171,,0
1610612758,2009,00,Spencer Hawes,Spencer,spencer-hawes,31,C-F,7-1,245,"APR 28, 1988",22.0,2,Washington,201150,,0
1610612758,2009,00,Francisco Garcia,Francisco,francisco-garcia,32,G-F,6-7,195,"DEC 31, 1981",28.0,4,Louisville,101128,,0
1610612758,2009,00,Jason Thompson,Jason,jason-thompson,34,F-C,6-11,250,"JUL 21, 1986",23.0,1,Rider University,201574,,0
1610612758,2009,00,Jon Brockman,Jon,jon-brockman,40,C-F,6-7,255,"MAR 20, 1987",23.0,R,Washington,201972,,0
1610612758,2009,00,Sean May,Sean,sean-may,42,C-F,6-9,266,"APR 04, 1984",26.0,3,North Carolina,101118,,0
