TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1610612742,1997,00,Michael Finley,Michael,michael-finley,4,G-F,6-7,215,"MAR 06, 1973",25.0,2,Wisconsin,714,,0
1610612742,1997,00,Khalid Reeves,Khalid,khalid-reeves,6,G,6-3,201,"JUL 15, 1972",25.0,3,Arizona,234,,0
1610612742,1997,00,Chris Anstey,Chris,chris-anstey,11,C,7-0,249,"JAN 01, 1975",23.0,R,South East Melbourne,1512,,0
1610612742,1997,00,Martin Muursepp,Martin,martin-muursepp,13,F,6-9,235,"SEP 26, 1974",23.0,1,Maccabi Tel Aviv,982,,0
1610612742,1997,00,Erick Strickland,Erick,erick-strickland,20,G,6-3,210,"NOV 25, 1973",24.0,1,Nebraska,1065,,0
1610612742,1997,00,Shawn Respert,Shawn,shawn-respert,21,G,6-2,195,"FEB 06, 1972",26.0,2,Michigan State,704,,0
1610612742,1997,00,Cedric Ceballos,Cedric,cedric-ceballos,23,F,6-7,220,"AUG 02, 1969",28.0,7,California State-Fullerton,76,,0
1610612742,1997,00,Hubert Davis,Hubert,hubert-davis,24,G,6-5,183,"MAY 17, 1970",28.0,5,North Carolina,93,,0
1610612742,1997,00,Bubba Wells,Bubba,bubba-wells,35,F,6-5,230,"JUL 26, 1974",23.0,R,Austin Peay,1528,,0
1610612742,1997,00,Shawn Bradley,Shawn,shawn-bradley,44,C,7-6,248,"MAR 22, 1972",26.0,4,Brigham Young,762,,0
1610612742,1997,00,A.C. Green,A.C.,ac-green,45,F,6-9,225,"OCT 04, 1963",34.0,12,Oregon State,920,,0
1610612742,1997,00,Eric Riley,Eric,eric-riley,50,C,7-0,245,"JUN 02, 1970",28.0,2,Michigan,35,,0
1610612742,1997,00,Samaki Walker,Samaki,samaki-walker,52,F,6-9,240,"FEB 25, 1976",22.0,1,Louisville,955,,0
